ID,Audience,Surface,ElementType,CurrentText,Source,UiEditable,Flag,Notes
MGR-DASH-008,MANAGER,`/manager` authorised users,helper text,Roles are read from the database on every request. A photographer signs into /admin only; managers may use both areas.,`app/routes/manager/dashboard.tsx:49`-`52`,no,REVIEW,Explains the role split; names the `/admin` path.
MGR-DASH-009,MANAGER,`/manager` authorised users,metadata,Authorised-user directory,`app/routes/manager/dashboard.tsx:54`,no,KEEP,Table caption.
MGR-DASH-010,MANAGER,`/manager` authorised users,metadata,Email,`app/routes/manager/dashboard.tsx:57`,no,KEEP,Column heading.
MGR-DASH-011,MANAGER,`/manager` authorised users,metadata,Role,`app/routes/manager/dashboard.tsx:58`,no,KEEP,Column heading.
MGR-DASH-012,MANAGER,`/manager` authorised users,metadata,Active,`app/routes/manager/dashboard.tsx:59`,no,KEEP,Column heading.
MGR-DASH-013,MANAGER,`/manager` authorised users,metadata,Updated,`app/routes/manager/dashboard.tsx:60`,no,KEEP,Column heading.
MGR-DASH-014,MANAGER,`/manager` authorised users,metadata,"yes, or no",`app/routes/manager/dashboard.tsx:68`,no,KEEP,Active-state value.
MGR-DASH-015,MANAGER,`/manager` technical areas,heading,Technical areas,`app/routes/manager/dashboard.tsx:75`,no,KEEP,Section `h2`.
MGR-DASH-016,MANAGER,`/manager` technical areas,navigation,Diagnostics,`app/routes/manager/dashboard.tsx:79`,no,KEEP,Duplicate wording of `MGR-NAV-003`.
MGR-DASH-017,MANAGER,`/manager` technical areas,helper text,"— bindings, object counts and configuration state",`app/routes/manager/dashboard.tsx:81`,no,KEEP,Description beside the Diagnostics link.
MGR-DASH-018,MANAGER,`/manager` technical areas,navigation,Settings,`app/routes/manager/dashboard.tsx:85`,no,KEEP,Duplicate wording of `MGR-NAV-004`.
MGR-DASH-019,MANAGER,`/manager` technical areas,helper text,— reserved for deployment preferences,`app/routes/manager/dashboard.tsx:87`,no,REWRITE_RECOMMENDED,"""Reserved for"" is forward-looking wording; the settings screen is now built, so this description is out of date."
MGR-DASH-020,MANAGER,`/manager` technical areas,navigation,Maintenance,`app/routes/manager/dashboard.tsx:91`,no,KEEP,Duplicate wording of `MGR-NAV-005`.
MGR-DASH-021,MANAGER,`/manager` technical areas,helper text,— reserved for safeguarded operations,`app/routes/manager/dashboard.tsx:93`,no,REWRITE_RECOMMENDED,"""Reserved for"" is forward-looking wording; the maintenance screen is now built, so this description is out of date."
MGR-DIAG-001,MANAGER,`/manager/diagnostics` header,heading,Diagnostics,`app/routes/manager/diagnostics.tsx:29`,no,KEEP,Eyebrow.
MGR-DIAG-002,MANAGER,`/manager/diagnostics` header,heading,Deployment state,`app/routes/manager/diagnostics.tsx:30`,no,KEEP,Page `h1`.
MGR-DIAG-003,MANAGER,`/manager/diagnostics` header,body,"Counts come from the live bindings on this request. Configuration is reported as present or absent; no secret, token, key or environment value is read or shown.",`app/routes/manager/diagnostics.tsx:31`-`34`,no,KEEP,Page lede; states the no-secrets rule.
MGR-DIAG-004,MANAGER,`/manager/diagnostics` tables,metadata,Identity,`app/routes/manager/diagnostics.tsx:37`,no,KEEP,Table caption.
MGR-DIAG-005,MANAGER,`/manager/diagnostics` tables,metadata,Database,`app/routes/manager/diagnostics.tsx:38`,no,KEEP,Table caption.
MGR-DIAG-006,MANAGER,`/manager/diagnostics` tables,metadata,Storage,`app/routes/manager/diagnostics.tsx:39`,no,KEEP,Table caption.
MGR-DIAG-007,MANAGER,`/manager/diagnostics` tables,metadata,Configuration,`app/routes/manager/diagnostics.tsx:40`,no,KEEP,Table caption.
MGR-DIAG-008,MANAGER,Status tables (dashboard and diagnostics),metadata,Item,`app/components/StatusTable.tsx:24`,no,KEEP,"Column heading, shared by every status table."
MGR-DIAG-009,MANAGER,Status tables (dashboard and diagnostics),metadata,State,`app/components/StatusTable.tsx:25`,no,KEEP,Column heading.
MGR-DIAG-010,MANAGER,Status tables (dashboard and diagnostics),metadata,Notes,`app/components/StatusTable.tsx:26`,no,KEEP,Column heading.
MGR-DIAG-011,MANAGER,`/manager/diagnostics`,metadata,Identity verification,`app/data/diagnostics.server.ts:120`,no,KEEP,Row label.
MGR-DIAG-012,MANAGER,`/manager/diagnostics`,metadata,Cloudflare Access,`app/data/diagnostics.server.ts:123`,no,KEEP,State value.
MGR-DIAG-013,MANAGER,`/manager/diagnostics`,metadata,development header,`app/data/diagnostics.server.ts:125`,no,KEEP,State value.
MGR-DIAG-014,MANAGER,`/manager/diagnostics`,metadata,closed,`app/data/diagnostics.server.ts:126`,no,KEEP,State value.
MGR-DIAG-015,MANAGER,`/manager/diagnostics`,metadata,assertions are verified against the Access key set,`app/data/diagnostics.server.ts:129`,no,KEEP,Detail line.
MGR-DIAG-016,MANAGER,`/manager/diagnostics`,metadata,loopback requests only; not valid in a deployment,`app/data/diagnostics.server.ts:131`,no,KEEP,Detail line.
MGR-DIAG-017,MANAGER,`/manager/diagnostics`,metadata,"no identity mechanism is configured, so protected routes deny",`app/data/diagnostics.server.ts:132`,no,KEEP,Detail line.
MGR-DIAG-018,MANAGER,`/manager/diagnostics`,metadata,Access team domain,`app/data/diagnostics.server.ts:136`,no,KEEP,Row label.
MGR-DIAG-019,MANAGER,`/manager/diagnostics`,metadata,configured,"`app/data/diagnostics.server.ts:137`, `:141`",no,KEEP,State value.
MGR-DIAG-020,MANAGER,`/manager/diagnostics`,metadata,not set,"`app/data/diagnostics.server.ts:137`, `:141`",no,KEEP,State value.
MGR-DIAG-021,MANAGER,`/manager/diagnostics`,metadata,Access application audience,`app/data/diagnostics.server.ts:140`,no,KEEP,Row label.
MGR-DIAG-022,MANAGER,`/manager/diagnostics`,metadata,Authorised-user source,`app/data/diagnostics.server.ts:143`,no,KEEP,Row label.
MGR-DIAG-023,MANAGER,`/manager/diagnostics`,metadata,D1 users table,`app/data/diagnostics.server.ts:144`,no,KEEP,State value.
MGR-DIAG-024,MANAGER,`/manager/diagnostics`,metadata,seed users,`app/data/diagnostics.server.ts:144`,no,KEEP,State value.
MGR-DIAG-025,MANAGER,`/manager/diagnostics`,metadata,none,`app/data/diagnostics.server.ts:144`,no,KEEP,State value.
MGR-DIAG-026,MANAGER,`/manager/diagnostics`,metadata,Authorised accounts,`app/data/diagnostics.server.ts:64` (`COUNTED_TABLES`),no,KEEP,Counted-table row label; also a record label on `/manager/maintenance` (`MGR-MAINT-009`).
MGR-DIAG-027,MANAGER,`/manager/diagnostics`,metadata,Photographs,`app/data/diagnostics.server.ts:65`,no,KEEP,Counted-table row label.
MGR-DIAG-028,MANAGER,`/manager/diagnostics`,metadata,Galleries,`app/data/diagnostics.server.ts:66`,no,KEEP,Counted-table row label.
MGR-DIAG-029,MANAGER,`/manager/diagnostics`,metadata,Tag links,`app/data/diagnostics.server.ts:67`,no,KEEP,Counted-table row label.
MGR-DIAG-030,MANAGER,`/manager/diagnostics`,metadata,Likes,`app/data/diagnostics.server.ts:68`,no,KEEP,Counted-table row label.
MGR-DIAG-031,MANAGER,`/manager/diagnostics`,metadata,Share events,`app/data/diagnostics.server.ts:69`,no,KEEP,Counted-table row label.
MGR-DIAG-032,MANAGER,`/manager/diagnostics`,metadata,Enquiries,`app/data/diagnostics.server.ts:70`,no,KEEP,Counted-table row label.
MGR-DIAG-033,MANAGER,`/manager/diagnostics`,metadata,{n},`app/data/diagnostics.server.ts:84`,no,KEEP,Row count value.
MGR-DIAG-034,MANAGER,`/manager/diagnostics`,metadata,unreadable,"`app/data/diagnostics.server.ts:84`, `:106`",no,KEEP,State value when a count or listing fails.
MGR-DIAG-035,MANAGER,`/manager/diagnostics`,metadata,unavailable,`app/data/diagnostics.server.ts:87`,no,KEEP,State value for a missing table.
MGR-DIAG-036,MANAGER,`/manager/diagnostics`,metadata,table missing,`app/data/diagnostics.server.ts:87`,no,KEEP,Detail line.
MGR-DIAG-037,MANAGER,`/manager/diagnostics`,metadata,not bound,"`app/data/diagnostics.server.ts:95`, `:154`",no,KEEP,State value for an absent binding.
MGR-DIAG-038,MANAGER,`/manager/diagnostics`,metadata,binding missing,`app/data/diagnostics.server.ts:95`,no,KEEP,Detail line.
MGR-DIAG-039,MANAGER,`/manager/diagnostics`,metadata,{n}+,`app/data/diagnostics.server.ts:102`,no,KEEP,Object count reported as a lower bound when the listing is truncated.
MGR-DIAG-040,MANAGER,`/manager/diagnostics`,metadata,objects,`app/data/diagnostics.server.ts:103`,no,KEEP,Detail line.
MGR-DIAG-041,MANAGER,`/manager/diagnostics`,metadata,at least 1000 objects,`app/data/diagnostics.server.ts:103`,no,KEEP,Detail line when the listing was truncated.
MGR-DIAG-042,MANAGER,`/manager/diagnostics`,metadata,D1 binding,`app/data/diagnostics.server.ts:154`,no,KEEP,Row label when no database is bound.
MGR-DIAG-043,MANAGER,`/manager/diagnostics`,metadata,bindings unavailable,`app/data/diagnostics.server.ts:154`,no,KEEP,Detail line.
MGR-DIAG-044,MANAGER,`/manager/diagnostics`,metadata,Masters (private originals),`app/data/diagnostics.server.ts:158`,no,KEEP,Bucket row label.
MGR-DIAG-045,MANAGER,`/manager/diagnostics`,metadata,Images (public derivatives),`app/data/diagnostics.server.ts:159`,no,KEEP,Bucket row label.
MGR-DIAG-046,MANAGER,`/manager/diagnostics`,metadata,ALLOW_DEVELOPMENT_IDENTITY,`app/data/diagnostics.server.ts:164`,no,KEEP,Configuration row label; an environment variable name shown deliberately.
MGR-DIAG-047,MANAGER,`/manager/diagnostics`,metadata,ALLOW_DEVELOPMENT_SEED,`app/data/diagnostics.server.ts:169`,no,KEEP,Configuration row label.
MGR-DIAG-048,MANAGER,`/manager/diagnostics`,metadata,enabled,"`app/data/diagnostics.server.ts:165`, `:170`",no,KEEP,Configuration state value.
MGR-DIAG-049,MANAGER,`/manager/diagnostics`,metadata,disabled,"`app/data/diagnostics.server.ts:165`, `:170`",no,KEEP,Configuration state value.
MGR-DIAG-050,MANAGER,`/manager/diagnostics`,metadata,development identity header; must be disabled in production,`app/data/diagnostics.server.ts:166`,no,KEEP,Detail line.
MGR-DIAG-051,MANAGER,`/manager/diagnostics`,metadata,seed data fallback; must be disabled in production,`app/data/diagnostics.server.ts:171`,no,KEEP,Detail line.
MGR-SETTINGS-001,MANAGER,`/manager/settings` header,heading,Manager,`app/routes/manager/settings.tsx:140`,no,KEEP,Eyebrow.
MGR-SETTINGS-002,MANAGER,`/manager/settings` header,heading,Settings,`app/routes/manager/settings.tsx:141`,no,KEEP,Page `h1`.
MGR-SETTINGS-003,MANAGER,`/manager/settings` header,body,"Who may use the operator areas, and what this deployment has configured. Cloudflare Access decides who can reach the site; this list decides what they may do inside it.",`app/routes/manager/settings.tsx:142`-`145`,no,KEEP,Page lede; explains the authorisation model.
MGR-SETTINGS-004,MANAGER,`/manager/settings`,heading,Authorised accounts,`app/routes/manager/settings.tsx:158`,no,KEEP,Section `h2`.
MGR-SETTINGS-005,MANAGER,`/manager/settings`,accessibility label,Authorised application accounts and their roles,`app/routes/manager/settings.tsx:165`-`167`,no,KEEP,"Table caption, visually hidden."
MGR-SETTINGS-006,MANAGER,`/manager/settings`,metadata,Email,`app/routes/manager/settings.tsx:170`,no,KEEP,Column heading.
MGR-SETTINGS-007,MANAGER,`/manager/settings`,metadata,Role,`app/routes/manager/settings.tsx:171`,no,KEEP,Column heading.
MGR-SETTINGS-008,MANAGER,`/manager/settings`,metadata,Active,`app/routes/manager/settings.tsx:172`,no,KEEP,Column heading.
MGR-SETTINGS-009,MANAGER,`/manager/settings`,metadata,Change role,`app/routes/manager/settings.tsx:173`,no,KEEP,Column heading.
MGR-SETTINGS-010,MANAGER,`/manager/settings`,metadata,Access,`app/routes/manager/settings.tsx:174`,no,KEEP,Column heading.
MGR-SETTINGS-011,MANAGER,`/manager/settings`,accessibility label,Role for {email},`app/routes/manager/settings.tsx:187`-`189`,no,KEEP,Visually hidden label for each role selector.
MGR-SETTINGS-012,MANAGER,`/manager/settings`,button,Save role,`app/routes/manager/settings.tsx:198`,no,KEEP,Submits one role change.
MGR-SETTINGS-013,MANAGER,`/manager/settings`,button,Deactivate,`app/routes/manager/settings.tsx:211`,no,KEEP,Shown for an active account.
MGR-SETTINGS-014,MANAGER,`/manager/settings`,button,Reactivate,`app/routes/manager/settings.tsx:211`,no,KEEP,Shown for a deactivated account.
MGR-SETTINGS-015,MANAGER,`/manager/settings`,helper text,There must always be at least one active manager: the last one cannot be deactivated or demoted.,`app/routes/manager/settings.tsx:220`-`223`,no,KEEP,States the last-manager rule.
MGR-SETTINGS-016,MANAGER,`/manager/settings`,field label,Add an authorised address,`app/routes/manager/settings.tsx:227`,no,KEEP,New-account email field.
MGR-SETTINGS-017,MANAGER,`/manager/settings`,field label,Role,`app/routes/manager/settings.tsx:229`,no,KEEP,New-account role selector.
MGR-SETTINGS-018,MANAGER,`/manager/settings`,button,Add account,`app/routes/manager/settings.tsx:238`,no,KEEP,Creates the authorised account.
MGR-SETTINGS-019,MANAGER,`/manager/settings`,metadata,"yes, or no",`app/routes/manager/settings.tsx:129`,no,KEEP,Active-state value in the table and the deployment table.
MGR-SETTINGS-020,MANAGER,`/manager/settings`,heading,Deployment state,`app/routes/manager/settings.tsx:246`,no,KEEP,Section `h2`.
MGR-SETTINGS-021,MANAGER,`/manager/settings`,helper text,"Read from this deployment's configuration. Values are not displayed: no audiences, account details or credentials appear here, and none of it is editable.",`app/routes/manager/settings.tsx:247`-`250`,no,KEEP,States the no-secrets rule.
MGR-SETTINGS-022,MANAGER,`/manager/settings`,accessibility label,Deployment configuration presence,`app/routes/manager/settings.tsx:253`,no,KEEP,"Table caption, visually hidden."
MGR-SETTINGS-023,MANAGER,`/manager/settings`,metadata,Operator identity mode,`app/routes/manager/settings.tsx:256`,no,KEEP,Deployment row label.
MGR-SETTINGS-024,MANAGER,`/manager/settings`,metadata,Cloudflare Access configured,`app/routes/manager/settings.tsx:260`,no,KEEP,Deployment row label.
MGR-SETTINGS-025,MANAGER,`/manager/settings`,metadata,Canonical public origin configured,`app/routes/manager/settings.tsx:264`,no,KEEP,Deployment row label.
MGR-SETTINGS-026,MANAGER,`/manager/settings`,metadata,Database binding present,`app/routes/manager/settings.tsx:268`,no,KEEP,Deployment row label.
MGR-SETTINGS-027,MANAGER,`/manager/settings`,metadata,Private masters bucket bound,`app/routes/manager/settings.tsx:272`,no,KEEP,Deployment row label.
MGR-SETTINGS-028,MANAGER,`/manager/settings`,metadata,Public derivatives bucket bound,`app/routes/manager/settings.tsx:276`,no,KEEP,Deployment row label.
MGR-SETTINGS-029,MANAGER,`/manager/settings`,metadata,Image processing binding present,`app/routes/manager/settings.tsx:280`,no,KEEP,Deployment row label.
MGR-SETTINGS-030,MANAGER,`/manager/settings`,metadata,Development identity enabled,`app/routes/manager/settings.tsx:284`,no,KEEP,Deployment row label.
MGR-SETTINGS-031,MANAGER,`/manager/settings`,metadata,Development seed fallback enabled,`app/routes/manager/settings.tsx:288`,no,KEEP,Deployment row label.
MGR-SETTINGS-032,MANAGER,`/manager/settings`,metadata,Development notices enabled,`app/routes/manager/settings.tsx:292`,no,KEEP,Deployment row label; reports the `SHOW_DEVELOPMENT_NOTICES` switch.
MGR-SETTINGS-033,MANAGER,`/manager/settings`,metadata,"Photographer — uploads, edits and publishes photographs",`app/auth/user-management.ts:33` (`ROLE_LABELS`),no,KEEP,Role option in the add-account selector.
MGR-SETTINGS-034,MANAGER,`/manager/settings`,metadata,"Manager — everything a photographer can do, plus users, maintenance and diagnostics",`app/auth/user-management.ts:34` (`ROLE_LABELS`),no,KEEP,Role option in the add-account selector.
MGR-SETTINGS-035,MANAGER,`/manager/settings`,warning,"No database is configured in this environment, so nothing was changed.",`app/routes/manager/settings.tsx:67`,no,KEEP,Same wording as `ADM-PHOTOS-004`.
MGR-SETTINGS-036,MANAGER,`/manager/settings`,warning,"That action was not recognised, so nothing was changed.",`app/routes/manager/settings.tsx:76`,no,KEEP,Unrecognised intent.
MGR-SETTINGS-037,MANAGER,`/manager/settings`,confirmation,"{email} now has the {role} role, once Cloudflare Access admits that address.",`app/routes/manager/settings.tsx:87`,no,KEEP,Explains that a row alone grants nothing.
MGR-SETTINGS-038,MANAGER,`/manager/settings`,warning,{email} is already an authorised account.,`app/routes/manager/settings.tsx:91`,no,KEEP,Duplicate refusal.
MGR-SETTINGS-039,MANAGER,`/manager/settings`,warning,The account could not be saved.,`app/routes/manager/settings.tsx:95`,no,KEEP,Storage failure.
MGR-SETTINGS-040,MANAGER,`/manager/settings`,confirmation,{email} now has the {role} role.,`app/routes/manager/settings.tsx:109`,no,KEEP,Role change success.
MGR-SETTINGS-041,MANAGER,`/manager/settings`,confirmation,"{email} is now active, or {email} is now deactivated.",`app/routes/manager/settings.tsx:110`,no,KEEP,Activation change success.
MGR-SETTINGS-042,MANAGER,`/manager/settings`,warning,"That would leave the site with no active manager, so nothing was changed. Add or reactivate another manager first.",`app/routes/manager/settings.tsx:115`-`116`,no,KEEP,Last-manager refusal.
MGR-SETTINGS-043,MANAGER,`/manager/settings`,warning,That account no longer exists.,`app/routes/manager/settings.tsx:120`,no,KEEP,Not-found.
MGR-SETTINGS-044,MANAGER,`/manager/settings`,warning,The change could not be saved.,`app/routes/manager/settings.tsx:124`,no,KEEP,Storage failure.
MGR-SETTINGS-045,MANAGER,`/manager/settings`,warning,"No database is configured in this environment, so the authorised-account list is unavailable.",`app/auth/user-management.server.ts:189`-`191`,no,REVIEW,Shown instead of the account list.
MGR-MAINT-001,MANAGER,`/manager/maintenance` header,heading,Maintenance,"`app/routes/manager/maintenance.tsx:39`, `:52`",no,KEEP,Eyebrow.
MGR-MAINT-002,MANAGER,`/manager/maintenance` header,heading,Maintenance,"`app/routes/manager/maintenance.tsx:40`, `:53`",no,KEEP,Page `h1`.
MGR-MAINT-003,MANAGER,`/manager/maintenance` header,body,Read-only integrity checks over the stored data and the storage bindings. Nothing on this page changes anything.,`app/routes/manager/maintenance.tsx:54`-`57`,no,KEEP,Page lede.
MGR-MAINT-004,MANAGER,`/manager/maintenance` summary,confirmation,Every check passed: the stored data is internally consistent.,`app/routes/manager/maintenance.tsx:62`,no,KEEP,Shown when no finding needs attention.
MGR-MAINT-005,MANAGER,`/manager/maintenance` summary,warning,"{n} check, or {n} checks, need attention — see below. Nothing has been changed automatically.",`app/routes/manager/maintenance.tsx:63`,no,KEEP,Singular/plural count of findings.
MGR-MAINT-006,MANAGER,`/manager/maintenance`,heading,Stored records,`app/routes/manager/maintenance.tsx:67`,no,KEEP,Section `h2`.
MGR-MAINT-007,MANAGER,`/manager/maintenance`,accessibility label,Record counts,`app/routes/manager/maintenance.tsx:70`,no,KEEP,"Table caption, visually hidden."
MGR-MAINT-008,MANAGER,`/manager/maintenance`,metadata,Count,`app/routes/manager/maintenance.tsx:83`,no,KEEP,Cell label used by the responsive table layout.
MGR-MAINT-009,MANAGER,`/manager/maintenance`,metadata,Authorised accounts,`app/routes/manager/maintenance.tsx:73`,no,KEEP,Record label; value is `{n} ({m} active manager(s))`.
MGR-MAINT-010,MANAGER,`/manager/maintenance`,metadata,Galleries,`app/routes/manager/maintenance.tsx:74`,no,KEEP,Record label; value is `{n} ({m} published)`.
MGR-MAINT-011,MANAGER,`/manager/maintenance`,metadata,Photographs,`app/routes/manager/maintenance.tsx:75`,no,KEEP,Record label; value is `{n} ({m} published)`.
MGR-MAINT-012,MANAGER,`/manager/maintenance`,metadata,Tags,`app/routes/manager/maintenance.tsx:76`,no,KEEP,Record label; value is `{n} across {m} photograph links`.
MGR-MAINT-013,MANAGER,`/manager/maintenance`,metadata,Enquiries,`app/routes/manager/maintenance.tsx:77`,no,KEEP,Record label; value is `{n} ({m} new)`.
MGR-MAINT-014,MANAGER,`/manager/maintenance`,metadata,Likes,`app/routes/manager/maintenance.tsx:78`,no,KEEP,Record label; value is a count.
MGR-MAINT-015,MANAGER,`/manager/maintenance`,metadata,Share events,`app/routes/manager/maintenance.tsx:79`,no,KEEP,Record label; value is a count.
MGR-MAINT-016,MANAGER,`/manager/maintenance`,heading,Integrity checks,`app/routes/manager/maintenance.tsx:92`,no,KEEP,Section `h2`.
MGR-MAINT-017,MANAGER,`/manager/maintenance`,accessibility label,Integrity check results,`app/routes/manager/maintenance.tsx:95`,no,KEEP,"Table caption, visually hidden."
MGR-MAINT-018,MANAGER,`/manager/maintenance`,metadata,Check,`app/routes/manager/maintenance.tsx:98`,no,KEEP,Column heading.
MGR-MAINT-019,MANAGER,`/manager/maintenance`,metadata,Result,`app/routes/manager/maintenance.tsx:99`,no,KEEP,Column heading.
MGR-MAINT-020,MANAGER,`/manager/maintenance`,metadata,OK,`app/routes/manager/maintenance.tsx:108`,no,KEEP,Badge for a passing check.
MGR-MAINT-021,MANAGER,`/manager/maintenance`,metadata,Attention,`app/routes/manager/maintenance.tsx:108`,no,KEEP,Badge for a failing check.
MGR-MAINT-022,MANAGER,`/manager/maintenance`,metadata,Nothing to report.,`app/data/maintenance.server.ts:112`,no,KEEP,Default detail for a passing check.
MGR-MAINT-023,MANAGER,`/manager/maintenance`,metadata,Galleries whose cover photograph is missing or belongs to another gallery,`app/data/maintenance.server.ts:122`,no,KEEP,Check label.
MGR-MAINT-024,MANAGER,`/manager/maintenance`,metadata,{n} gallery(ies) have a cover that is not one of their own photographs.,`app/data/maintenance.server.ts:123`,no,REVIEW,"Detail line, with a literal `(ies)` rather than a plural rule."
MGR-MAINT-025,MANAGER,`/manager/maintenance`,metadata,Published photographs sitting in unpublished galleries,`app/data/maintenance.server.ts:130`,no,KEEP,Check label.
MGR-MAINT-026,MANAGER,`/manager/maintenance`,metadata,"{n} photograph(s) are published but their gallery is not, so they are not visible on the public site until the gallery is published.",`app/data/maintenance.server.ts:132`,no,REVIEW,Detail line.
MGR-MAINT-027,MANAGER,`/manager/maintenance`,metadata,Photographs with an incomplete storage key,`app/data/maintenance.server.ts:138`,no,KEEP,Check label; names an internal column concept.
MGR-MAINT-028,MANAGER,`/manager/maintenance`,metadata,{n} photograph(s) are missing one of their three storage keys.,`app/data/maintenance.server.ts:139`,no,REVIEW,Detail line.
MGR-MAINT-029,MANAGER,`/manager/maintenance`,metadata,Tag links pointing at a photograph or tag that no longer exists,`app/data/maintenance.server.ts:147`,no,KEEP,Check label.
MGR-MAINT-030,MANAGER,`/manager/maintenance`,metadata,{n} tag link(s) reference a record that is missing.,`app/data/maintenance.server.ts:148`,no,REVIEW,Detail line.
MGR-MAINT-031,MANAGER,`/manager/maintenance`,metadata,Likes pointing at a photograph that no longer exists,`app/data/maintenance.server.ts:154`,no,KEEP,Check label.
MGR-MAINT-032,MANAGER,`/manager/maintenance`,metadata,{n} like row(s) reference a missing photograph.,`app/data/maintenance.server.ts:155`,no,REVIEW,Detail line.
MGR-MAINT-033,MANAGER,`/manager/maintenance`,metadata,Share events pointing at a photograph that no longer exists,`app/data/maintenance.server.ts:161`,no,KEEP,Check label.
MGR-MAINT-034,MANAGER,`/manager/maintenance`,metadata,{n} share event(s) reference a missing photograph.,`app/data/maintenance.server.ts:162`,no,REVIEW,Detail line.
MGR-MAINT-035,MANAGER,`/manager/maintenance`,metadata,Enquiries in a state this application does not recognise,`app/data/maintenance.server.ts:168`,no,KEEP,Check label.
MGR-MAINT-036,MANAGER,`/manager/maintenance`,metadata,{n} enquiry row(s) carry an unknown status.,`app/data/maintenance.server.ts:169`,no,REVIEW,Detail line.
MGR-MAINT-037,MANAGER,`/manager/maintenance`,metadata,Duplicate authorised addresses,`app/data/maintenance.server.ts:176`,no,KEEP,Check label.
MGR-MAINT-038,MANAGER,`/manager/maintenance`,metadata,"{n} address(es) appear more than once, which makes the role lookup ambiguous.",`app/data/maintenance.server.ts:177`,no,REVIEW,Detail line.
MGR-MAINT-039,MANAGER,`/manager/maintenance`,metadata,Active managers,"`app/data/maintenance.server.ts:183`, `:188`",no,KEEP,Check label.
MGR-MAINT-040,MANAGER,`/manager/maintenance`,warning,"There is no active manager, so the manager area cannot be reached at all. Database intervention is required to recover.",`app/data/maintenance.server.ts:186`,no,KEEP,Lockout warning; states that recovery needs a developer.
MGR-MAINT-041,MANAGER,`/manager/maintenance`,metadata,{n} active manager(s).,`app/data/maintenance.server.ts:188`,no,REVIEW,Detail line.
MGR-MAINT-042,MANAGER,`/manager/maintenance`,heading,Stored objects,`app/routes/manager/maintenance.tsx:120`,no,KEEP,Section `h2`.
MGR-MAINT-043,MANAGER,`/manager/maintenance`,accessibility label,Object existence probe,`app/routes/manager/maintenance.tsx:126`,no,KEEP,"Table caption, visually hidden."
MGR-MAINT-044,MANAGER,`/manager/maintenance`,metadata,Photographs inspected,`app/routes/manager/maintenance.tsx:129`,no,KEEP,Probe row label.
MGR-MAINT-045,MANAGER,`/manager/maintenance`,metadata,Private masters missing,`app/routes/manager/maintenance.tsx:133`,no,KEEP,Probe row label.
MGR-MAINT-046,MANAGER,`/manager/maintenance`,metadata,Web derivatives missing,`app/routes/manager/maintenance.tsx:137`,no,KEEP,Probe row label.
MGR-MAINT-047,MANAGER,`/manager/maintenance`,metadata,Thumbnails missing,`app/routes/manager/maintenance.tsx:141`,no,KEEP,Probe row label.
MGR-MAINT-048,MANAGER,`/manager/maintenance`,metadata,"Checked the most recent {n} photograph(s). Missing objects are counted, never listed.",`app/data/maintenance.server.ts:265`,no,REVIEW,Probe note.
MGR-MAINT-049,MANAGER,`/manager/maintenance`,warning,"Storage bindings are not both present in this environment, so objects were not inspected.",`app/data/maintenance.server.ts:215`,no,KEEP,Shown when the probe cannot run.
MGR-MAINT-050,MANAGER,`/manager/maintenance`,heading,Destructive tools,`app/routes/manager/maintenance.tsx:152`,no,KEEP,Section `h2`.
MGR-MAINT-051,MANAGER,`/manager/maintenance`,warning,"There are none, by design. Nothing here resets data, purges derivatives or deletes accounts: those operations would risk an archive that has no backup, and no part of V1 needs them. Unpublishing a photograph or a gallery is the reversible withdrawal mechanism, and it lives on those screens.",`app/routes/manager/maintenance.tsx:153`-`158`,no,REVIEW,"Names the product version (""V1""); explains a deliberate absence."
MGR-MAINT-052,MANAGER,`/manager/maintenance` unavailable state,warning,"No database is configured in this environment, so no integrity report can be produced.",`app/data/maintenance.server.ts:83`,no,KEEP,Shown instead of the whole report.
MGR-NOTFOUND-001,MANAGER,Unknown `/manager/...` path,heading,404,`app/routes/manager/not-found.tsx:24`,no,KEEP,Eyebrow.
MGR-NOTFOUND-002,MANAGER,Unknown `/manager/...` path,heading,That manager page does not exist,`app/routes/manager/not-found.tsx:25`,no,KEEP,Page `h1`.
MGR-NOTFOUND-003,MANAGER,Unknown `/manager/...` path,body,"Check the address, or return to the manager dashboard.",`app/routes/manager/not-found.tsx:26`,no,KEEP,Page lede.
MGR-NOTFOUND-004,MANAGER,Unknown `/manager/...` path,button,Back to dashboard,`app/routes/manager/not-found.tsx:30`,no,KEEP,Links to `/manager`.
SYS-ACCESS-001,SYSTEM/ERROR,`/admin` and `/manager` error boundary,heading,Restricted area,`app/components/AccessErrorPage.tsx:30`,no,KEEP,Eyebrow.
SYS-ACCESS-002,SYSTEM/ERROR,`/admin` and `/manager` error boundary,heading,Sign in required,`app/components/AccessErrorPage.tsx:24`,no,KEEP,Title for a 401 denial.
SYS-ACCESS-003,SYSTEM/ERROR,`/admin` and `/manager` error boundary,heading,Access denied,`app/components/AccessErrorPage.tsx:25`,no,KEEP,Title for a 403 denial.
SYS-ACCESS-004,SYSTEM/ERROR,`/admin` and `/manager` error boundary,heading,Something went wrong,`app/components/AccessErrorPage.tsx:22`,no,KEEP,Title for any other error.
SYS-ACCESS-005,SYSTEM/ERROR,`/admin` and `/manager` error boundary,body,This area is restricted to site operators.,`app/components/AccessErrorPage.tsx:19`,no,KEEP,Fallback body when a denial carries no message.
